cdsID	uniprot	u_ev	spur	s_ev	cel	cel_ev	dmel	dmel_ev
lcl|NW_011935992.1_cds_XP_011438597.1_18491	NA	NA	XP_030834531.1	3.26e-92	ZK721.1	1.06e-83	NA	NA
lcl|NW_011935992.1_cds_XP_011438598.1_18492	NA	NA	XP_011670347.2	9.89e-76	T05A8.5	7.54e-38	NA	NA
lcl|NW_011935992.1_cds_XP_011438599.1_18493	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438600.2_18494	NA	NA	XP_030852680.1	1.74e-111	F25H8.3a	5.59e-71	NA	NA
lcl|NW_011935992.1_cds_XP_019926127.1_18495	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438625.1_18496	NA	NA	XP_030855334.1	2.41e-97	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_011438627.1_18497	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935992.1_cds_XP_019926128.1_18498	NA	NA	XP_030830359.1	6.68e-73	NA	NA	NA	NA
lcl|NW_011935993.1_cds_XP_019926129.1_18499	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438633.1_18500	NA	NA	XP_030830603.1	1.99e-86	C06G3.5b	3.11e-80	NA	NA
lcl|NW_011935995.1_cds_XP_011438634.1_18501	NA	NA	XP_030830603.1	1.99e-86	C06G3.5b	3.11e-80	NA	NA
lcl|NW_011935995.1_cds_XP_011438635.1_18502	NA	NA	XP_030830603.1	1.99e-86	C06G3.5b	3.11e-80	NA	NA
lcl|NW_011935995.1_cds_XP_011438636.1_18503	NA	NA	XP_030830603.1	1.99e-86	C06G3.5b	3.11e-80	NA	NA
lcl|NW_011935995.1_cds_XP_011438637.1_18504	NA	NA	XP_030830603.1	1.99e-86	C06G3.5b	3.11e-80	NA	NA
lcl|NW_011935995.1_cds_XP_011438631.1_18505	NA	NA	XP_030834254.1	3.16e-83	T19B10.3	1.06e-38	NA	NA
lcl|NW_011935995.1_cds_XP_011438630.1_18506	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926130.1_18507	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926131.1_18508	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438639.1_18509	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438640.1_18510	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438641.1_18511	NA	NA	XP_030829082.1	2.56e-174	F37D6.1	5.94e-30	NA	NA
lcl|NW_011935995.1_cds_XP_019926132.1_18512	NA	NA	XP_030829897.1	2.66e-27	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926133.1_18513	NA	NA	XP_030829897.1	2.66e-27	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926134.1_18514	NA	NA	XP_030829897.1	2.66e-27	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438642.1_18515	NA	NA	XP_030829897.1	2.66e-27	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438644.1_18516	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926136.1_18517	NA	NA	XP_030831355.1	4.31e-91	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438647.1_18518	NA	NA	XP_030831355.1	1.28e-91	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438652.1_18519	NA	NA	XP_030849131.1	6.49e-157	Y92H12BL.7	2.04e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438648.1_18520	NA	NA	XP_030849131.1	1.91e-156	Y92H12BL.7	2.13e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438650.1_18521	NA	NA	XP_030849132.1	2.32e-157	Y92H12BL.7	2.12e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438651.1_18522	NA	NA	XP_030849131.1	8.74e-157	Y92H12BL.7	2.07e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438655.1_18523	NA	NA	XP_030849131.1	4.13e-157	Y92H12BL.7	2e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438654.1_18524	NA	NA	XP_030849131.1	4.35e-157	Y92H12BL.7	2.01e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438653.1_18525	NA	NA	XP_030849131.1	5.45e-157	Y92H12BL.7	2.03e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438657.1_18526	NA	NA	XP_030849131.1	1.61e-157	Y92H12BL.7	1.93e-39	NA	NA
lcl|NW_011935995.1_cds_XP_019926135.1_18527	NA	NA	XP_030849131.1	1.49e-157	Y92H12BL.7	1.92e-39	NA	NA
lcl|NW_011935995.1_cds_XP_011438658.1_18528	NA	NA	XP_785537.1	2.89e-37	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438660.1_18529	NA	NA	XP_785537.1	3.52e-37	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438695.2_18530	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438662.2_18531	NA	NA	XP_030845192.1	1.05e-172	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438661.2_18532	NA	NA	XP_030845192.1	1.05e-172	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438663.2_18533	NA	NA	XP_030845192.1	2.03e-173	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438664.1_18534	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438689.1_18535	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438675.1_18536	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438686.1_18537	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438685.1_18538	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438679.1_18539	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438681.1_18540	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926140.1_18541	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926138.1_18542	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438678.1_18543	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438670.1_18544	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438671.1_18545	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438683.1_18546	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438682.1_18547	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438684.1_18548	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438667.1_18549	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438668.1_18550	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926137.1_18551	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_019926139.1_18552	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438680.1_18553	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438677.1_18554	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438676.1_18555	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438672.1_18556	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438674.1_18557	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438669.1_18558	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438687.1_18559	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438698.1_18560	NA	NA	XP_030849162.1	1.7e-30	C27H6.8	3.68e-23	NA	NA
lcl|NW_011935995.1_cds_XP_011438665.1_18561	NA	NA	XP_030849162.1	1.3e-150	C27H6.8	1.38e-121	NA	NA
lcl|NW_011935995.1_cds_XP_011438666.1_18562	NA	NA	XP_030849162.1	2.03e-150	C27H6.8	1.69e-121	NA	NA
lcl|NW_011935995.1_cds_XP_011438690.1_18563	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438691.1_18564	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438692.1_18565	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935995.1_cds_XP_011438693.1_18566	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935996.1_cds_XP_019926141.1_18567	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935997.1_cds_XP_019926142.1_18568	NA	NA	XP_030829212.1	1.17e-24	NA	NA	NA	NA
lcl|NW_011935997.1_cds_XP_019926143.1_18569	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935997.1_cds_XP_019926144.1_18570	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438703.2_18571	NA	NA	XP_030837585.1	3.95e-101	ZC504.4b	3.52e-97	NA	NA
lcl|NW_011935998.1_cds_XP_011438702.2_18572	NA	NA	XP_030837585.1	4.21e-97	ZC504.4b	1.2e-97	NA	NA
lcl|NW_011935998.1_cds_XP_011438704.1_18573	NA	NA	XP_030837585.1	8.08e-21	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438745.1_18574	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_019926147.1_18575	NA	NA	XP_781489.2	2.92e-22	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438707.1_18576	NA	NA	XP_030846175.1	0	F01F1.7	0	FBgn0032690	0
lcl|NW_011935998.1_cds_XP_019926145.1_18577	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438710.1_18578	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_019926148.1_18579	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438711.1_18580	NA	NA	XP_030829764.1	3.65e-59	C43E11.6e	8.79e-65	FBgn0010905	5.04e-29
lcl|NW_011935998.1_cds_XP_011438713.1_18581	NA	NA	XP_030829764.1	3.63e-59	C43E11.6e	8.72e-65	FBgn0010905	5.02e-29
lcl|NW_011935998.1_cds_XP_011438717.1_18582	NA	NA	XP_030829764.1	3.5e-59	C43E11.6e	8.31e-65	FBgn0010905	4.84e-29
lcl|NW_011935998.1_cds_XP_011438714.1_18583	NA	NA	XP_030829764.1	3.55e-59	C43E11.6e	8.46e-65	FBgn0010905	4.91e-29
lcl|NW_011935998.1_cds_XP_011438716.1_18584	NA	NA	XP_030829764.1	3.53e-59	C43E11.6e	8.4e-65	FBgn0010905	4.88e-29
lcl|NW_011935998.1_cds_XP_011438712.1_18585	NA	NA	XP_030829764.1	3.63e-59	C43E11.6e	8.73e-65	FBgn0010905	5.02e-29
lcl|NW_011935998.1_cds_XP_011438715.1_18586	NA	NA	XP_030829764.1	3.53e-59	C43E11.6e	8.4e-65	FBgn0010905	4.88e-29
lcl|NW_011935998.1_cds_XP_011438718.1_18587	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_019926151.1_18588	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_019926149.1_18589	NA	NA	XP_030853372.1	0	F01G4.3	0	FBgn0039117	5.36e-65
lcl|NW_011935998.1_cds_XP_011438724.1_18590	NA	NA	XP_030853372.1	0	F01G4.3	0	FBgn0039117	5.36e-65
lcl|NW_011935998.1_cds_XP_019926150.1_18591	NA	NA	XP_030853372.1	0	F01G4.3	0	FBgn0039117	5.36e-65
lcl|NW_011935998.1_cds_XP_011438719.1_18592	NA	NA	XP_791919.1	2.37e-61	F11C1.6a	1.52e-45	FBgn0001078	4.82e-36
lcl|NW_011935998.1_cds_XP_011438720.1_18593	NA	NA	XP_791919.1	2.27e-61	F11C1.6a	1.06e-45	FBgn0001078	4.71e-36
lcl|NW_011935998.1_cds_XP_011438721.1_18594	NA	NA	XP_791919.1	2.41e-61	F11C1.6a	1.07e-45	FBgn0001078	4.71e-36
lcl|NW_011935998.1_cds_XP_011438722.1_18595	NA	NA	XP_791919.1	1.83e-61	F11C1.6a	1.11e-45	FBgn0001078	4.51e-36
lcl|NW_011935998.1_cds_XP_019926153.1_18596	NA	NA	XP_030853396.1	2.31e-59	C02B4.1b	6.45e-42	NA	NA
lcl|NW_011935998.1_cds_XP_019926152.1_18597	NA	NA	XP_030853395.1	6.3e-75	C02B4.1a	3.81e-40	NA	NA
lcl|NW_011935998.1_cds_XP_011438728.1_18598	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_019926154.1_18599	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438729.1_18600	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438747.1_18601	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438730.1_18602	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438731.1_18603	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438733.1_18604	NA	NA	XP_030836732.1	3.13e-74	B0207.12a	3.04e-76	NA	NA
lcl|NW_011935998.1_cds_XP_011438736.1_18605	NA	NA	XP_030844214.1	1.1e-35	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_019926146.1_18606	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438737.1_18607	NA	NA	NA	NA	T14F9.3	1.54e-24	NA	NA
lcl|NW_011935998.1_cds_XP_011438738.1_18608	NA	NA	XP_030829159.1	1.56e-25	Y47H9C.4b	7.72e-23	NA	NA
lcl|NW_011935998.1_cds_XP_011438739.1_18609	NA	NA	XP_011672118.2	7.56e-24	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438748.1_18610	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438740.1_18611	NA	NA	XP_030846181.1	4.59e-122	F31E3.4	2.12e-38	NA	NA
lcl|NW_011935998.1_cds_XP_011438741.1_18612	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011935998.1_cds_XP_011438742.2_18613	NA	NA	XP_030829270.1	3.04e-45	H39E23.1e	2.59e-38	NA	NA
lcl|NW_011935998.1_cds_XP_011438744.1_18614	NA	NA	XP_030829269.1	2.28e-69	F19H6.1	2.95e-47	NA	NA
lcl|NW_011935998.1_cds_XP_011438743.1_18615	NA	NA	XP_030829269.1	1.86e-69	F19H6.1	3.23e-47	NA	NA
lcl|NW_011935999.1_cds_XP_019926156.1_18616	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936000.1_cds_XP_011438751.1_18617	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936000.1_cds_XP_019926157.1_18618	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936001.1_cds_XP_011438753.1_18619	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936001.1_cds_XP_019926158.1_18620	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438779.1_18621	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_019926161.1_18622	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_019926160.1_18623	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438754.1_18624	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438756.1_18625	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_019926159.1_18626	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_019926163.1_18627	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438780.2_18628	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438759.1_18629	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438760.1_18630	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438761.1_18631	NA	NA	XP_030847763.1	0	F56C9.10a	2e-70	NA	NA
lcl|NW_011936002.1_cds_XP_011438762.1_18632	NA	NA	XP_011678443.1	2.49e-130	F21H11.3	1.41e-106	FBgn0052773	6.57e-29
lcl|NW_011936002.1_cds_XP_019926164.1_18633	NA	NA	XP_011678443.1	6.15e-128	F21H11.3	3.91e-106	FBgn0052773	2.28e-28
lcl|NW_011936002.1_cds_XP_019926165.1_18634	NA	NA	NP_001123280.1	8.3e-127	F21H11.3	2.96e-104	FBgn0052773	2.24e-28
lcl|NW_011936002.1_cds_XP_011438783.2_18635	NA	NA	XP_011678443.1	6.85e-130	F21H11.3	2.54e-108	FBgn0052773	2.76e-27
lcl|NW_011936002.1_cds_XP_011438764.1_18636	NA	NA	XP_030847973.1	0	F25H2.13	2.58e-77	NA	NA
lcl|NW_011936002.1_cds_XP_011438765.1_18637	NA	NA	XP_030847973.1	0	F25H2.13	2.57e-77	NA	NA
lcl|NW_011936002.1_cds_XP_011438767.1_18638	NA	NA	XP_030847935.1	0	K09H11.1	0	NA	NA
lcl|NW_011936002.1_cds_XP_011438766.1_18639	NA	NA	XP_030847935.1	0	K09H11.1	0	NA	NA
lcl|NW_011936002.1_cds_XP_011438768.1_18640	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438769.1_18641	NA	NA	XP_011678056.2	1.1e-39	R10E9.1	3.3e-97	FBgn0261287	1.72e-21
lcl|NW_011936002.1_cds_XP_011438771.1_18642	NA	NA	XP_011678056.2	6.13e-40	R10E9.1	9.55e-98	FBgn0261287	1.62e-21
lcl|NW_011936002.1_cds_XP_011438772.1_18643	NA	NA	XP_011678056.2	2.41e-40	R10E9.1	2.62e-97	FBgn0261287	1.43e-21
lcl|NW_011936002.1_cds_XP_011438770.1_18644	NA	NA	XP_011678056.2	5.11e-40	R10E9.1	9.57e-98	FBgn0261287	1.63e-21
lcl|NW_011936002.1_cds_XP_019926166.1_18645	NA	NA	XP_011678056.2	1.34e-40	R10E9.1	1.21e-97	FBgn0261287	1.34e-21
lcl|NW_011936002.1_cds_XP_011438773.1_18646	NA	NA	XP_797239.1	1.07e-57	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438774.1_18647	NA	NA	XP_797239.1	1.07e-57	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438775.1_18648	NA	NA	XP_797239.1	1.07e-57	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438776.1_18649	NA	NA	XP_797239.1	1.07e-57	NA	NA	NA	NA
lcl|NW_011936002.1_cds_XP_011438778.1_18650	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438822.1_18651	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438785.1_18652	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438784.1_18653	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438786.1_18654	NA	NA	XP_783597.4	2.09e-53	ZK652.3	1.53e-50	FBgn0085444	5.7800000000000005e-38
lcl|NW_011936003.1_cds_XP_011438787.1_18655	NA	NA	XP_030836272.1	3.24e-158	ZK688.6	1.49e-105	NA	NA
lcl|NW_011936003.1_cds_XP_011438788.1_18656	NA	NA	XP_003724646.1	5.08e-68	K12H4.4	1.36e-52	NA	NA
lcl|NW_011936003.1_cds_XP_019926167.1_18657	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438789.1_18658	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438790.1_18659	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438791.1_18660	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438792.1_18661	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926169.1_18662	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438794.1_18663	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438798.1_18664	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438797.1_18665	NA	NA	XP_030828893.1	3.96e-137	ZK287.2a	1.73e-112	NA	NA
lcl|NW_011936003.1_cds_XP_019926170.1_18666	NA	NA	XP_793050.4	7.81e-137	ZK287.2a	2.65e-112	NA	NA
lcl|NW_011936003.1_cds_XP_011438795.1_18667	NA	NA	XP_793050.4	7.81e-137	ZK287.2a	2.65e-112	NA	NA
lcl|NW_011936003.1_cds_XP_011438796.1_18668	NA	NA	XP_793050.4	7.81e-137	ZK287.2a	2.65e-112	NA	NA
lcl|NW_011936003.1_cds_XP_011438799.1_18669	NA	NA	XP_030837197.1	3.48e-92	ZC482.5	4.92e-87	NA	NA
lcl|NW_011936003.1_cds_XP_011438823.1_18670	NA	NA	NA	NA	B0464.4a	2.93e-138	NA	NA
lcl|NW_011936003.1_cds_XP_019926174.1_18671	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926171.1_18672	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926173.1_18673	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926175.1_18674	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926172.1_18675	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438801.1_18676	NA	NA	XP_030836684.1	6.11e-122	R04B3.2	8.86e-97	NA	NA
lcl|NW_011936003.1_cds_XP_011438803.2_18677	NA	NA	XP_030836692.1	0	C33F10.2	4.95e-100	FBgn0029736	7.63e-30
lcl|NW_011936003.1_cds_XP_011438804.2_18678	NA	NA	XP_791414.2	7.63e-39	F45B8.4	2.85e-26	NA	NA
lcl|NW_011936003.1_cds_XP_019926176.1_18679	NA	NA	XP_030836773.1	0	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438805.1_18680	NA	NA	XP_030836773.1	0	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926177.1_18681	NA	NA	XP_030836774.1	0	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926178.1_18682	NA	NA	XP_030836774.1	0	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926179.1_18683	NA	NA	XP_030836774.1	0	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438826.1_18684	NA	NA	XP_030836614.1	6.11e-85	F58B6.2	4.65e-29	NA	NA
lcl|NW_011936003.1_cds_XP_019926182.1_18685	NA	NA	XP_030846806.1	1.95e-35	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926183.1_18686	NA	NA	XP_030846806.1	1.95e-35	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926180.1_18687	NA	NA	XP_030846806.1	5.13e-35	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926181.1_18688	NA	NA	XP_030846806.1	5.13e-35	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438812.1_18689	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438814.1_18690	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438815.1_18691	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_011438817.1_18692	NA	NA	XP_030836789.1	0	C32E12.2	1.43e-105	NA	NA
lcl|NW_011936003.1_cds_XP_011438819.1_18693	NA	NA	XP_030836789.1	0	C32E12.2	1.12e-105	NA	NA
lcl|NW_011936003.1_cds_XP_011438818.1_18694	NA	NA	XP_030836789.1	0	C32E12.2	1.28e-105	NA	NA
lcl|NW_011936003.1_cds_XP_011438816.1_18695	NA	NA	XP_030836789.1	0	C32E12.2	2.62e-105	NA	NA
lcl|NW_011936003.1_cds_XP_011438820.1_18696	NA	NA	XP_030836054.1	5.2e-169	C06E1.4	2.06e-159	NA	NA
lcl|NW_011936003.1_cds_XP_019926184.1_18697	NA	NA	XP_011671541.2	5.47e-43	NA	NA	NA	NA
lcl|NW_011936003.1_cds_XP_019926185.1_18698	NA	NA	XP_030839730.1	1.83e-170	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926188.1_18699	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926189.1_18700	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926187.1_18701	NA	NA	XP_030839078.1	3.04e-31	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438828.1_18702	NA	NA	XP_030844346.1	2.22e-25	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926190.1_18703	NA	NA	XP_011681473.2	1.45e-31	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438852.2_18704	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438829.1_18705	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926191.1_18706	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926192.1_18707	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926193.1_18708	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438834.1_18709	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926194.1_18710	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438835.1_18711	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438836.1_18712	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926195.1_18713	NA	NA	XP_030830736.1	3.44e-83	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438837.1_18714	NA	NA	XP_030830736.1	3.44e-83	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438838.2_18715	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438839.1_18716	NA	NA	XP_030847637.1	1.96e-58	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438840.1_18717	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438841.1_18718	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_019926196.1_18719	NA	NA	NA	NA	NA	NA	NA	NA
lcl|NW_011936011.1_cds_XP_011438843.1_18720	NA	NA	NA	NA	NA	NA	NA	NA
